         0                             -2          0
         1                            126          2
         2                          16382          4
         3                         279934          6
         4                        2097150          8
         5                        9999998         10
         6                       35831806         12
         7                      105413502         14
         8                      268435454         16
         9                      612220030         18
        10                     1279999998         20
        11                     2494357886         22
        12                     4586471422         24
        13                     8031810174         26
        14                    13492928510         28
        15                    21869999998         30
        16                    34359738366         32
        17                    52523350142         34
        18                    78364164094         36
        19                   114415582590         38
        20                   163839999998         40
        21                   230539333246         42
        22                   319277809662         44
        23                   435817657214         46
        24                   587068342270         48
        25                   781249999998         50
        26                  1028071702526         52
        27                  1338925209982         54
        28                  1727094849534         56
        29                  2207984167550         58
        30                  2799359999998         60
        31                  3521614606206         62
        32                  4398046511102         64
        33                  5455160701054         66
        34                  6722988818430         68
        35                  8235429999998         70
        36                 10030613004286         72
        37                 12151280273022         74
        38                 14645194571774         76
        39                 17565568854910         78
        40                 20971519999998         80
        41                 24928547056766         82
        42                 29509034655742         84
        43                 34792782221694         86
        44                 40867559636990         88
        45                 47829689999998         90
        46                 55784660123646         92
        47                 64847759419262         94
        48                 75144747810814         96
        49                 86812553324670         98
        50                 99999999999998        100
        51                114868566764926        102
        52                131593177923582        104
        53                150363025899134        106
        54                171382426877950        108
        55                194871709999998        110
        56                221068140740606        112
        57                250226879128702        114
        58                282621973446654        116
        59                318547390056830        118
        60                358318079999998        120
        61                402271083010686        122
        62                450766669594622        124
        63                504189521813374        126
        64                562949953421310        128
        65                627485169999998        130
        66                698260569735166        132
        67                775771085481342        134
        68                860542568759294        136
        69                953133216331390        138
        70               1054135039999998        140
        71               1164175380274046        142
        72               1283918464548862        144
        73               1414067010444414        146
        74               1555363874947070        148
        75               1708593749999998        150
        76               1874584905187326        152
        77               2054210978157182        154
        78               2248392813428734        156
        79               2458100350228350        158
        80               2684354559999998        160
