         0                             -2          1
         1                           2184          3
         2                          78122          5
         3                         823540          7
         4                        4782966          9
         5                       19487168         11
         6                       62748514         13
         7                      170859372         15
         8                      410338670         17
         9                      893871736         19
        10                     1801088538         21
        11                     3404825444         23
        12                     6103515622         25
        13                    10460353200         27
        14                    17249876306         29
        15                    27512614108         31
        16                    42618442974         33
        17                    64339296872         35
        18                    94931877130         37
        19                   137231006676         39
        20                   194754273878         41
        21                   271818611104         43
        22                   373669453122         45
        23                   506623120460         47
        24                   678223072846         49
        25                   897410677848         51
        26                  1174711139834         53
        27                  1522435234372         55
        28                  1954897493190         57
        29                  2488651484816         59
        30                  3142742836018         61
        31                  3938980639164         63
        32                  4902227890622         65
        33                  6060711605320         67
        34                  7446353252586         69
        35                  9095120158388         71
        36                 11047398519094         73
        37                 13348388671872         75
        38                 16048523266850         77
        39                 19203908986156         79
        40                 22876792454958         81
        41                 27136050989624         83
        42                 32057708828122         85
        43                 37725479487780         87
        44                 44231334895526         89
        45                 51676101935728         91
        46                 60170087060754         93
        47                 69833729609372         95
        48                 80798284478110         97
        49                 93206534790696         99
        50                107213535210698        101
        51                122987386542484        103
        52                140710042265622        105
        53                160578147647840        107
        54                182803912081666        109
        55                207616015289868        111
        56                235260548044814        113
        57                266001988046872        115
        58                300124211606970        117
        59                337931541778436        119
        60                379749833583238        121
        61                425927596977744        123
        62                476837158203122        125
        63                532875860165500        127
        64                594467302491006        129
        65                662062621900808        131
        66                736141813551274        133
        67                817215093984372        135
        68                905824306333430        137
        69               1002544368429376        139
        70               1107984764452578        141
        71               1222791080775404        143
        72               1347646586640622        145
        73               1483273860320760        147
        74               1630436461403546        149
        75               1789940649848548        151
        76               1962637152460134        153
        77               2149422977421872        155
        78               2351243277537490        157
        79               2569093262823516        159
        80               2804020163098718        161
